,jup_cat_no,year,band_A_App,band_B_App,band_C_App,band_D_App,band_E_App,band_Total_App,band_A_Offer,band_B_Offer,band_C_Offer,band_D_Offer,band_E_Offer,band_Total_Offer,college,fee,website,funding,program_name,duration,interview_flag,first_year_intake,program_short_name,English Language mean,English Language std,English Language min,English Language 25%,English Language 50%,English Language 75%,English Language max,Chinese Language mean,Chinese Language std,Chinese Language min,Chinese Language 25%,Chinese Language 50%,Chinese Language 75%,Chinese Language max,Mathematics (Core) mean,Mathematics (Core) std,Mathematics (Core) min,Mathematics (Core) 25%,Mathematics (Core) 50%,Mathematics (Core) 75%,Mathematics (Core) max,Liberal Studies mean,Liberal Studies std,Liberal Studies min,Liberal Studies 25%,Liberal Studies 50%,Liberal Studies 75%,Liberal Studies max,Best 5 mean,Best 5 std,Best 5 min,Best 5 25%,Best 5 50%,Best 5 75%,Best 5 max
53,JS1108,2016,467,499,710,1012,831,3519,57,4,2,1,4,68,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1108, UGC-funded,社會科學學士(公共政策與政治) ,4, No,78,BSocSc Public Policy and Politics,4.642857143,0.841897386,4,4,4,5,6,4,0.39223227,3,4,4,4,5,3.571428571,0.851630627,2,3,4,4,5,4.571428571,1.089409559,3,4,4,5.75,6,21.64285714,1.008208072,20,21,21,22.75,23
54,JS1209,2017,188,333,460,676,563,2220,39,4,3,4,1,51,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1209, UGC-funded,工學士(系統工程管理學) ,4, Yes (on a selective basis),55,BEng Systems Engineering and Management,3.833333333,0.40824829,3,4,4,4,4,3,0,3,3,3,3,3,4.833333333,0.752772653,4,4.25,5,5,6,3.833333333,0.40824829,3,4,4,4,4,21.16666667,2.562550813,19,19,20.5,22.75,25
55,JS1209,2016,411,483,600,762,647,2903,50,6,1,1,0,58,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1209, UGC-funded,工學士(系統工程管理學) ,4, Yes (on a selective basis),55,BEng Systems Engineering and Management,4,0.426401433,3,4,4,4,5,3.666666667,0.492365964,3,3,4,4,4,4.166666667,0.389249472,4,4,4,4,5,3.833333333,0.389249472,3,4,4,4,4,20.16666667,0.577350269,19,20,20,20.25,21
56,JS1209,2015,399,461,739,1108,1015,3722,48,14,4,3,6,75,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1209, UGC-funded,工學士(系統工程管理學) ,4, Yes (on a selective basis),55,BEng Systems Engineering and Management,3.666666667,0.516397779,3,3.25,4,4,4,3.833333333,0.40824829,3,4,4,4,4,4,0,4,4,4,4,4,3.666666667,0.516397779,3,3.25,4,4,4,20.33333333,1.032795559,19,20,20,20.75,22
57,JS1208,2017,245,362,504,664,509,2284,44,15,5,1,0,65,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1208, UGC-funded,理學士(應用物理學) ,4, Yes (on a selective basis),36,BSc Applied Physics,3.5,0.836660027,3,3,3,3.75,5,3.666666667,0.516397779,3,3.25,4,4,4,4.5,0.836660027,4,4,4,4.75,6,3.333333333,0.516397779,3,3,3,3.75,4,21.16666667,3.488074923,19,19,19,22.75,27
58,JS1208,2016,425,428,593,825,637,2908,52,11,1,4,0,68,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1208, UGC-funded,理學士(應用物理學) ,4, Yes (on a selective basis),36,BSc Applied Physics,3,0,3,3,3,3,3,3.666666667,0.516397779,3,3.25,4,4,4,4.333333333,0.516397779,4,4,4,4.75,5,4,0.632455532,3,4,4,4,5,20.83333333,0.752772653,20,20.25,21,21,22
59,JS1208,2015,279,368,642,919,780,2988,46,14,7,1,0,68,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1208, UGC-funded,理學士(應用物理學) ,4, Yes (on a selective basis),36,BSc Applied Physics,3.6,0.547722558,3,3,4,4,4,4,0,4,4,4,4,4,4.2,0.447213595,4,4,4,4,5,3.6,0.547722558,3,3,4,4,4,20.4,0.547722558,20,20,20,21,21
60,JS1207,2017,456,569,747,960,699,3431,74,6,3,2,0,85,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1207, UGC-funded,機械及生物醫學工程學系 [選項: 工學士(生物醫學工程)、工學士(機械工程)、工學士(核子及風險工程)] ,4, No,130,"Department of Mechanical and Biomedical Engineering (options: BEng Biomedical Engineering,BEng Mechanical Engineering,BEng Nuclear & Risk Engineering)",3.533333333,0.639940473,3,3,3,4,5,3.6,0.632455532,3,3,4,4,5,4.466666667,0.639940473,4,4,4,5,6,3.866666667,0.833809388,3,3,4,4,6,21.4,1.764733893,19,20,21,22.5,25
61,JS1207,2016,670,687,839,1062,824,4082,100,7,1,0,2,110,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1207, UGC-funded,機械及生物醫學工程學系 [選項: 工學士(生物醫學工程)、工學士(機械工程)、工學士(核子及風險工程)] ,4, No,130,"Department of Mechanical and Biomedical Engineering (options: BEng Biomedical Engineering,BEng Mechanical Engineering,BEng Nuclear & Risk Engineering)",3.5,0.632455532,3,3,3,4,5,3.5625,0.62915287,3,3,3.5,4,5,4.375,0.5,4,4,4,5,5,4.25,0.774596669,3,4,4,4,6,21.0625,0.680073525,20,21,21,21.25,22
62,JS1207,2015,767,750,947,1254,935,4653,84,17,2,2,3,108,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1207, UGC-funded,機械及生物醫學工程學系 [選項: 工學士(生物醫學工程)、工學士(機械工程)、工學士(核子及風險工程)] ,4, No,130,"Department of Mechanical and Biomedical Engineering (options: BEng Biomedical Engineering,BEng Mechanical Engineering,BEng Nuclear & Risk Engineering)",3.7,0.483045892,3,3.25,4,4,4,3.4,0.516397779,3,3,3,4,4,4.8,0.632455532,4,4.25,5,5,6,4.3,0.483045892,4,4,4,4.75,5,21.8,0.918936583,21,21,21.5,22.75,23
63,JS1206,2017,249,329,495,540,411,2024,26,7,0,0,1,34,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1206, UGC-funded,理學士(計算數學) ,4, Yes (on a selective basis),40,BSc Computing Mathematics,3.666666667,0.577350269,3,3.5,4,4,4,3,0,3,3,3,3,3,6.666666667,0.577350269,6,6.5,7,7,7,3.666666667,0.577350269,3,3.5,4,4,4,23.33333333,3.055050463,20,22,24,25,26
64,JS1206,2016,473,494,599,704,535,2805,38,4,2,0,0,44,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1206, UGC-funded,理學士(計算數學) ,4, Yes (on a selective basis),40,BSc Computing Mathematics,3.625,0.51754917,3,3,4,4,4,3.375,0.51754917,3,3,3,4,4,5.375,0.916125381,4,5,5,6,7,3.625,0.51754917,3,3,4,4,4,21.25,0.707106781,20,21,21,22,22
65,JS1206,2015,282,417,668,842,670,2879,22,8,0,0,0,30,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1206, UGC-funded,理學士(計算數學) ,4, Yes (on a selective basis),40,BSc Computing Mathematics,3.5,0.547722558,3,3,3.5,4,4,3.166666667,0.40824829,3,3,3,3,4,5.666666667,0.516397779,5,5.25,6,6,6,3.5,0.547722558,3,3,3.5,4,4,22.66666667,1.966384161,21,21.25,22,23.5,26
66,JS1205,2017,902,755,851,863,573,3944,130,16,12,1,1,160,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1205, UGC-funded,電子工程學系 [選項: 工學士(電子計算機及數據工程學)、工學士(電子及通訊工程學)、工學士(資訊工程學)] ,4, Yes (on a selective basis),189,"Department of Electronic Engineering (options:BEng Computer&Data Engineering, BEng Electronic&Communication Engineering, BEng Information Engineering)",3.333333333,0.481543412,3,3,3,4,4,3.541666667,0.721060009,3,3,3,4,5,4.541666667,0.779027636,3,4,4,5,6,3.625,0.575779245,2,3,4,4,4,19.66666667,1.833662685,16,19,19,20.25,24
67,JS1205,2016,1179,904,1044,1164,823,5114,141,10,4,2,0,157,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1205, UGC-funded,電子工程學系 [選項: 工學士(電子計算機及數據工程學)、工學士(電子及通訊工程學)、工學士(資訊工程學)] ,4, Yes (on a selective basis),189,"Department of Electronic Engineering (options:BEng Computer&Data Engineering, BEng Electronic&Communication Engineering, BEng Information Engineering)",3.47826087,0.593109312,3,3,3,4,5,3.173913043,0.387553388,3,3,3,3,4,4.608695652,0.5830274,4,4,5,5,6,3.391304348,0.722315119,2,3,3,4,5,20.08695652,0.848155404,19,19.5,20,21,22
68,JS1205,2015,1471,924,1143,1381,958,5877,159,17,4,0,0,180,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1205, UGC-funded,電子工程學系 [選項: 工學士(電子計算機及數據工程學)、工學士(電子及通訊工程學)、工學士(資訊工程學)] ,4, Yes (on a selective basis),189,"Department of Electronic Engineering (options:BEng Computer&Data Engineering, BEng Electronic&Communication Engineering, BEng Information Engineering)",3.272727273,0.467099366,3,3,3,3.5,4,3.363636364,0.674199862,3,3,3,3.5,5,5.090909091,0.53935989,4,5,5,5,6,3.636363636,0.809039835,2,3,4,4,5,21.09090909,0.943879807,19,21,21,22,22
69,JS1204,2017,823,737,760,731,485,3536,81,5,0,0,0,86,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1204, UGC-funded,理學士(電腦科學) ,4, Yes (on a selective basis),101,BSc Computer Science,3.545454545,0.522232968,3,3,4,4,4,3.727272727,0.646669791,3,3,4,4,5,4.363636364,0.504524979,4,4,4,5,5,4,0,4,4,4,4,4,21.54545455,0.820199532,20,21,22,22,23
70,JS1204,2016,1240,888,868,957,665,4618,79,6,1,0,0,86,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1204, UGC-funded,理學士(電腦科學) ,4, Yes (on a selective basis),101,BSc Computer Science,4,0.612372436,3,4,4,4,5,3.647058824,0.606339063,3,3,4,4,5,4.352941176,0.492592183,4,4,4,5,5,4.058823529,0.428746463,3,4,4,4,5,21.35294118,1.169464432,20,20,21,22,24
71,JS1204,2015,912,748,938,1011,790,4399,80,2,0,0,0,82,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1204, UGC-funded,理學士(電腦科學) ,4, Yes (on a selective basis),101,BSc Computer Science,4.3125,0.946484724,3,4,4,5,6,4,0.730296743,3,3.75,4,4.25,5,4.125,0.885061203,2,4,4,4.25,6,4.1875,0.83416625,3,4,4,4,6,22.625,1.962141687,20,21,23,23.25,26
72,JS1203,2017,498,676,925,1133,800,4032,74,5,2,2,1,84,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1203, UGC-funded,生物醫學系 [選項: 理學士(生物科學)、理學士(生物醫學)] ,4, Yes (on a selective basis),80,"Department of Biomedical Sciences (options: BSc Biological Sciences, BSc Biomedical Sciences)",3.8,0.421637021,3,4,4,4,4,3.7,0.674948558,3,3,4,4,5,4.6,0.516397779,4,4,5,5,5,3.8,0.632455532,3,3.25,4,4,5,21.8,1.686548085,20,20.25,21.5,23.5,24
73,JS1203,2016,332,522,878,1056,780,3568,27,7,1,3,1,39,City University of Hong Kong,42100,http://www.admo.cityu.edu.hk/programme/JS1203, UGC-funded,生物醫學系 [選項: 理學士(生物科學)、理學士(生物醫學)] ,4, Yes (on a selective basis),80,"Department of Biomedical Sciences (options: BSc Biological Sciences, BSc Biomedical Sciences)",4,0.577350269,3,4,4,4,5,3.857142857,0.690065559,3,3.5,4,4,5,4,0.577350269,3,4,4,4,5,3.714285714,0.487950036,3,3.5,4,4,4,21.42857143,0.534522484,21,21,21,22,22
74,JS4070,2017,105,146,289,425,392,1357,21,0,0,0,0,21,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,5,1,4,4.5,5,5.5,6,3.666666667,0.577350269,3,3.5,4,4,4,5,1,4,4.5,5,5.5,6,4.666666667,1.154700538,4,4,4,5,6,25,1,24,24.5,25,25.5,26
75,JS4070,2016,84,119,248,380,372,1203,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,5.5,0.577350269,5,5,5.5,6,6,5.5,0.577350269,5,5,5.5,6,6,4.25,0.5,4,4,4,4.25,5,4.5,1,4,4,4,4.5,6,24.75,2.362907813,23,23,24,25.75,28
76,JS4070,2015,147,145,311,490,499,1592,19,0,0,0,0,19,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,5,1,4,4.5,5,5.5,6,4.666666667,0.577350269,4,4.5,5,5,5,4.666666667,0.577350269,4,4.5,5,5,5,5,1.732050808,4,4,4,5.5,7,25.66666667,1.527525232,24,25,26,26.5,27
77,JS4070,2014,138,168,334,500,605,1745,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,6.25,0.957427108,5,5.75,6.5,7,7,5,0.816496581,4,4.75,5,5.25,6,5,0.816496581,4,4.75,5,5.25,6,5.25,0.5,5,5,5,5.25,6,27.5,0.577350269,27,27,27.5,28,28
78,JS4070,2013,243,234,413,610,712,2212,19,0,0,0,0,19,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,6.25,0.5,6,6,6,6.25,7,6,0,6,6,6,6,6,4.5,0.577350269,4,4,4.5,5,5,4.5,1,4,4,4,4.5,6,28.5,1.732050808,26,28.25,29,29.25,30
79,JS4070,2012,165,216,444,731,735,2291,18,2,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.cuhk.edu.hk/lin/new/en_prog_lin.html, UGC-funded,語言學 ,4, No,20,Linguistics,5.333333333,0.577350269,5,5,5,5.5,6,5,0,5,5,5,5,5,4.666666667,2.081665999,3,3.5,4,5.5,7,5.333333333,1.527525232,4,4.5,5,6,7,26.33333333,2.081665999,24,25.5,27,27.5,28
80,JS4068,2017,465,375,493,561,587,2481,24,0,0,0,0,24,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,4.5,0.836660027,4,4,4,4.75,6,4.666666667,1.032795559,3,4.25,5,5,6,4.833333333,1.169045194,3,4.25,5,5.75,6,3.833333333,0.752772653,3,3.25,4,4,5,24.5,1.378404875,23,24,24,24.75,27
81,JS4068,2016,406,314,446,579,579,2324,23,0,0,0,0,23,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,4.3,0.674948558,3,4,4,5,5,4.8,0.918936583,3,4.25,5,5,6,4.5,1.178511302,3,4,4,4.75,7,4.8,1.032795559,4,4,4.5,5,7,25,1.333333333,24,24,24.5,25.75,28
82,JS4068,2015,498,363,482,677,675,2695,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,4.4,0.547722558,4,4,4,5,5,4.8,0.836660027,4,4,5,5,6,4.6,0.894427191,4,4,4,5,6,4.6,0.547722558,4,4,5,5,5,25.4,2.302172887,23,24,25,26,29
83,JS4068,2014,541,374,592,728,809,3044,25,0,0,0,0,25,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,5,0.816496581,4,4.5,5,5.5,6,4.428571429,0.786795792,3,4,5,5,5,5.285714286,1.253566341,4,4.5,5,6,7,5.428571429,1.133893419,4,4.5,6,6,7,26.85714286,1.951800146,25,25.5,26,28,30
84,JS4068,2013,493,363,530,654,846,2886,25,0,0,0,0,25,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,4.833333333,0.98319208,4,4,4.5,5.75,6,4.833333333,0.752772653,4,4.25,5,5,6,4.833333333,0.98319208,4,4,4.5,5.75,6,5.166666667,0.98319208,4,4.25,5.5,6,6,26.16666667,2.562550813,24,24.5,26,26,31
85,JS4068,2012,574,403,735,856,968,3536,26,0,0,0,0,26,The Chinese University of Hong Kong,42100,http://www.jas.cuhk.edu.hk/en-GB/programmes, UGC-funded,日本研究 ,4, Yes (on a selective basis),24,Japanese Studies,4.5,0.9258201,3,4,4.5,5,6,4.875,1.125991626,3,4,5,6,6,5,0.534522484,4,5,5,5,6,5.25,1.164964745,4,4,5.5,6,7,25.875,2.295181288,23,24,25.5,27.5,29
86,JS4056,2017,364,263,442,546,522,2137,53,0,0,0,0,53,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,3.875,0.640869944,3,3.75,4,4,5,4.625,0.744023809,4,4,4.5,5,6,4.125,0.640869944,3,4,4,4.25,5,4.875,0.640869944,4,4.75,5,5,6,24.375,0.51754917,24,24,24,25,25
87,JS4056,2016,393,303,473,633,560,2362,50,0,0,0,0,50,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,4,0.707106781,3,4,4,4,5,4.777777778,0.666666667,4,4,5,5,6,4.555555556,1.333333333,2,4,4,6,6,4.888888889,1.054092553,4,4,5,5,7,25.33333333,1.224744871,24,24,25,26,27
88,JS4056,2015,486,337,497,716,682,2718,44,0,0,0,0,44,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,4.083333333,1.083624669,3,3,4,4.25,6,4.583333333,1.083624669,3,4,4.5,5.25,6,4.416666667,0.668557923,4,4,4,5,6,5.166666667,1.029857301,4,4,5,6,7,25.66666667,1.23091491,24,24.75,26,26,28
89,JS4056,2014,659,385,600,809,771,3224,49,0,0,0,0,49,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,4.071428571,0.82874193,3,3.25,4,5,5,5.071428571,0.997248963,3,4.25,5,6,6,4.571428571,0.937614462,4,4,4,5,7,5.071428571,0.82874193,4,4.25,5,6,6,25.14285714,1.292412345,24,24,25,26,28
90,JS4056,2013,443,321,533,724,774,2795,46,0,0,0,0,46,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,3.9375,0.573730483,3,4,4,4,5,4.9375,1.236594787,3,4,4.5,6,7,3.8125,0.75,3,3,4,4,5,5.4375,0.81394103,4,5,5.5,6,7,25.875,1.892969449,23,24.75,25.5,27,30
91,JS4056,2012,516,337,639,858,842,3192,49,0,0,0,0,49,The Chinese University of Hong Kong,42100,http://www.history.cuhk.edu.hk, UGC-funded,歷史 ,4, No,50,History,4.25,1.215431087,3,3.75,4,4.25,7,5.5,1.167748416,3,5,6,6,7,4,0.852802865,3,3.75,4,4,6,5.25,1.215431087,4,4,5.5,6,7,25.5,1.314257481,23,24.75,26,26.25,27
92,JS4044,2017,259,245,333,419,321,1577,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,4,,4,4,4,4,4,3,,3,3,3,3,3,4,,4,4,4,4,4,3,,3,3,3,3,3,21,,21,21,21,21,21
93,JS4044,2016,212,240,402,408,360,1622,22,0,0,0,0,22,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,4.666666667,0.577350269,4,4.5,5,5,5,4.666666667,1.154700538,4,4,4,5,6,4.666666667,0.577350269,4,4.5,5,5,5,4,0,4,4,4,4,4,23.33333333,1.527525232,22,22.5,23,24,25
94,JS4044,2015,271,301,406,493,436,1907,21,0,0,0,0,21,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,3,,3,3,3,3,3,5,,5,5,5,5,5,6,,6,6,6,6,6,4,,4,4,4,4,4,24,,24,24,24,24,24
95,JS4044,2014,403,360,506,555,455,2279,20,0,0,0,0,20,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,3.666666667,0.577350269,3,3.5,4,4,4,4.666666667,0.577350269,4,4.5,5,5,5,3.666666667,0.577350269,3,3.5,4,4,4,4.333333333,0.577350269,4,4,4,4.5,5,21.66666667,2.081665999,20,20.5,21,22.5,24
96,JS4044,2013,295,384,510,558,489,2236,17,0,0,0,0,17,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,3.5,0.707106781,3,3.25,3.5,3.75,4,5.5,2.121320344,4,4.75,5.5,6.25,7,3,0,3,3,3,3,3,4.5,0.707106781,4,4.25,4.5,4.75,5,22.5,2.121320344,21,21.75,22.5,23.25,24
97,JS4044,2012,403,374,504,549,497,2327,19,0,0,0,0,19,The Chinese University of Hong Kong,42100,http://www.arts.cuhk.edu.hk/~fadept/, UGC-funded,藝術 ,4, Yes (on a selective basis),20,Fine Arts,3.25,0.5,3,3,3,3.25,4,4,1.414213562,3,3,3.5,4.5,6,3.5,1.290994449,2,2.75,3.5,4.25,5,5.25,0.5,5,5,5,5.25,6,22.75,2.5,20,21.5,22.5,23.75,26
98,JS4032,2017,432,294,385,490,395,1996,57,0,0,0,0,57,The Chinese University of Hong Kong,42100,http://www.eng.cuhk.edu.hk, UGC-funded,英文 ,4, Yes (on a selective basis),59,English,5.625,0.51754917,5,5,6,6,6,4.5,0.9258201,3,4,4.5,5,6,4.125,0.640869944,3,4,4,4.25,5,4.375,0.51754917,4,4,4,5,5,23.625,1.505940617,22,22.75,23,25,26
99,JS4032,2016,914,386,495,533,424,2752,59,0,0,0,0,59,The Chinese University of Hong Kong,42100,http://www.eng.cuhk.edu.hk, UGC-funded,英文 ,4, Yes (on a selective basis),59,English,5.666666667,0.516397779,5,5.25,6,6,6,4.666666667,1.211060142,4,4,4,4.75,7,4.166666667,0.752772653,3,4,4,4.75,5,4.333333333,0.516397779,4,4,4,4.75,5,24.5,1.870828693,23,23.25,24,24.75,28
100,JS4032,2015,265,274,404,597,465,2005,55,1,0,0,0,56,The Chinese University of Hong Kong,42100,http://www.eng.cuhk.edu.hk, UGC-funded,英文 ,4, Yes (on a selective basis),59,English,5.75,0.621581561,5,5,6,6,7,4.583333333,0.99620492,4,4,4,5,7,4.166666667,0.577350269,3,4,4,4.25,5,5,1.12815215,3,4,5,6,7,24.66666667,2.015094554,22,23.75,24,25,29
101,JS4032,2014,489,357,474,644,580,2544,55,0,0,0,0,55,The Chinese University of Hong Kong,42100,http://www.eng.cuhk.edu.hk, UGC-funded,英文 ,4, Yes (on a selective basis),59,English,5.666666667,0.516397779,5,5.25,6,6,6,5.666666667,0.816496581,5,5,5.5,6,7,4.333333333,0.516397779,4,4,4,4.75,5,5,1.095445115,4,4.25,5,5,7,25.16666667,1.940790217,24,24,24.5,25,29
